Index,0 [0x3][0x42],1 [0x7][0x1c],2 [0x3][0x43],3 [0x3][0x44],4 [0x7][0x20],5 [0x5][0x38],6 [0x5][0x3a],7 [0x5][0x3c],8 [0x5][0x3e],9 [0x6][0x2c],10 [0x6][0x30],11 [0x6][0x34],12 [0x7][0x24],13 [0x7][0x28],14 [0x3][0x45],15 [0x3][0x46],16 [0x3][0x47],17 [0x19][0x48],18 [0x1a][0x48],19 [0x1b][0x48],20 [0x5][0x40],21 [0x1c][0x48],22 [0x1d][0x48],23 [0x1e][0x48],24 [0x0][0x0],25 [0x0][0x4],26 [0x0][0x8],27 [0x0][0xc],28 [0x0][0x10],29 [0x0][0x14],30 [0x7][0x18]
131,1,3872331,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"忘れ得ぬ地神の忘却","地神の忘却は重要な昇降路であり<br>その安全確保は忘れてはならぬ仕事だ<br>通行人を脅かす、バザードを倒せ","","","","",0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
136,4,3867428,5,10,0,0,12,0,0,60724,60504,0,3895606,0,33,34,35,true,false,false,0,false,false,false,"怒れる教官「激高のミロードン」","双蛇党の模擬戦に巻き込まれた<br>新兵を守りつつ、協力して<br>教官である激高のミロードンを倒せ","","双蛇党の新兵","","",0
137,1,3852490,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"病毒の妖花「マタガイガイ」","黒衣森の動植物に広がる葉血病の<br>病巣を持つ、巨大妖花を討伐せよ<br>妖花マタガイガイを倒せ","","","","",0
138,1,3852555,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"チョコチョコチョコチョコボ","牧場からチョコボのヒナたちが脱走した<br>ヒナたちを逃すため<br>襲い来るツリースラッグを倒せ","","","","",0
139,1,3852559,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"あなたの魂に安らぎあれ","何者かがタムタラの墓所に眠る死者を<br>呼び覚ましたようだ<br>彷徨える死霊たちを倒せ","","","","",0
140,1,3852575,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"大脱走","ウォーレン牢獄を占拠していたインプたちが<br>集団で逃走しようとしている<br>出口を固め、インプを倒せ","","","","",0
141,1,3852600,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"ガルヴァンス監視哨の援軍要請","繁殖期を迎え興奮したダイアマイトが<br>街道沿いに押し寄せてきた<br>鬼哭隊と協力し、ダイアマイトを倒せ","","","","",0
142,1,3852613,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"軟体の大食漢「ル・カルコル」","植物を食い荒らす巨大スラッグが<br>長老の木周辺で目撃された<br>聖地を守るため、ル・カルコルを倒せ","","","","",0
143,4,3867430,11,16,0,0,12,0,0,60724,60504,0,3895962,0,33,34,35,true,false,false,0,false,false,false,"蜂蜜戦争","蜂蜜を狙うインプたちが<br>邪魔なミツバチたちを攻撃している<br>ハニービーを守りつつ、インプを倒せ","","ハニービー・スウォームの数","","",0
144,1,3877977,16,21,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"悪疫散布器「プリンス・オブ・ペスト」","悪疫をまき散らす妖異が目撃された<br>伝染病の流行を阻止するため<br>プリンス・オブ・ペストを倒せ","","","","",0
145,1,3877979,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"戦場までは何マルム？","暗黙の境界線をまたぎ<br>侵入してきた帝国兵を追い散らすのだ<br>IIIコホルス・ベスティアリウスを倒せ","","","","",0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
148,1,3862480,10,15,0,0,0,0,0,60721,60501,0,3895967,0,33,34,35,true,false,false,0,false,false,false,"秘密の花園","養蜂に欠かせない花を<br>食い荒すスラッグを排除せよ<br>大食いのツリースラッグを倒せ","","","","",0
149,1,3852846,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"繁殖期の終わり","異界からきた蟲型の妖異が<br>黒衣森で繁殖しつつある<br>森の秩序を保つため、妖異ナットを倒せ","","","","",0
150,1,3853616,19,24,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"若き魔猿「ジャッカネイプス」","群れを率いた若きボス猿が<br>新たなナワバリを求めて徘徊している<br>ジャッカネイプスを倒せ","","","","",0
151,1,3853682,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"リトルブリッジの戦い","ラムウの狂信者と化したシルフたちが<br>ラークスコール方面に押し寄せてきた<br>吊り橋に陣取り、シルフを倒せ","","","","",0
152,1,3853721,20,25,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"狂える守護者たち","茨の森にて、病魔に冒され<br>我を失ったトレントの姿が目撃された<br>ディズィーズ・トレントを倒せ","","","","",0
153,1,3877983,23,28,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"神速の羚羊「シロッコ」","黒衣森のすべての猟師たちが狙う<br>大物羚羊「シロッコ」が目撃された<br>この機を逃さず、シロッコを倒せ","","","","",0
154,1,3877986,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"根を渡って沼地を越えて","他地域に生息していたエフトが<br>根渡り沼に棲み着こうとしている<br>押し寄せるブラックエフトを倒せ","","","","",0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
158,1,3877994,28,33,0,0,0,0,0,60721,60501,0,3920873,0,33,34,35,true,false,false,0,false,false,false,"密猟売買両成敗","密猟品の売買を巡り、密猟者たちと<br>ゴブリン族たちが乱闘している<br>不届き者の密猟者たちを倒せ","","","","",0
159,1,3689061,32,37,0,0,2,0,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"レッドベリー砦の戦い：攻略戦","盗賊団「似我蜂団」の根城<br>レッドベリー砦を攻略する<br>門を破壊し、内部へ突入せよ","","壊したレッドベリー砦の門扉の数","","",0
160,1,3884803,32,37,0,228,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"レッドベリー砦の戦い：占領戦","レッドベリー砦の門を突破した<br>最深部にいる盗賊団「似我蜂団」の首魁<br>毒針のセヴランを倒せ","","","","",0
161,4,3688712,32,37,0,228,12,0,0,60724,60504,69,0,0,33,34,35,true,false,false,0,false,false,false,"レッドベリー砦の戦い：防衛戦","盗賊団「似我蜂団」が<br>レッドベリー砦を奪還すべく攻めてきた<br>門を守りつつ、盗賊たちを倒せ","","レッドベリー砦の門扉の数","","",0
162,4,3688712,32,37,0,228,12,2,0,60724,60504,69,0,0,33,34,35,true,false,false,0,false,false,false,"レッドベリー砦の戦い：迎撃戦","盗賊団「似我蜂団」から砦を守れ<br>手練れのレッドベリー・ラーセナーを倒し<br>戦意を喪失させろ","","レッドベリー砦の門扉の数","倒したレッドベリー・ラーセナーの数","",0
163,1,3878580,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"最後の一葉","アッパーパス一帯に蔓延る妖花を刈り<br>森の調和を保て<br>繁茂するケッドトラップを倒せ","","","","",0
164,1,3878966,29,34,0,0,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"秀麗なる無法者「密猟王クァールクロウ」","ムーンキーパー族の密猟団を<br>率いる男を捕縛せよ<br>黒衣森を荒らす密猟王クァールクロウを倒せ","","","","",0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
166,4,3862614,22,27,0,0,12,0,0,60724,60504,115,3895687,0,33,34,35,true,false,false,0,false,false,false,"酒房の常連「酔客のスペンサー」","酒房「バスカロンドラザーズ」で<br>酔った冒険者が暴れている<br>依頼人を守りつつ、酔客のスペンサーを倒せ","","困り果てた常連客","","",0
167,1,3863377,21,26,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"愛に時間を","繁殖シーズンでもないのに<br>オスの羚羊が猛っている<br>混乱を鎮めるためアンテロープ・スタッグを倒せ","","","","",0
168,2,3867062,29,34,2000251,0,1,0,0,60723,60503,0,3891751,0,33,34,35,true,false,false,0,false,false,false,"動かぬ証拠","森の調和を乱す密猟者を取り締まれ<br>密猟者を倒し、証拠品となる<br>「密猟された皮革」を集めろ","密猟の証拠として確保した<br>「密猟された皮革」を、「鬼哭隊の隊士」に<br>速やかに納品せよ","納品した密猟された皮革の数","","",0
169,1,3867133,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"闇市の元締「双尾のヤビ・カータポ」","密猟品の取引場と目される<br>飛空艇発着場跡を急襲し、闇市の元締を叩け<br>双尾のヤビ・カータポを倒せ","","","","",0
170,1,3867168,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"通行料の支払いは刃で","無法者たちが街道をふさぎ<br>人々に通行料を要求しているらしい<br>街道を占拠する者たちを倒せ","","","","",0
171,1,3867238,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"立ち退き要求","盗賊団「似我蜂団」の一味が<br>主なき庵室を拠点化しようとしている<br>バリケードを作る盗賊を倒せ","","","","",0
172,2,3867290,29,34,2000252,0,1,0,0,60723,60503,0,3891765,0,33,34,35,true,false,false,0,false,false,false,"失われた品を求めて","ある旅商が、ゴブリン族の追いはぎに<br>商品を奪われたという<br>ゴブリン・ロバーを倒し「失われた品」を集めろ","ゴブリン族の追いはぎから奪還した<br>「失われた品」を、「途方に暮れた商人」に<br>速やかに納品せよ","納品した失われた品の数","","",0
173,1,3867306,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"※β1不要：ウォータースプライトの大量発生","※β1不要：","","","","",0
174,1,3879457,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"烏合の衆","イクサル族の哨戒部隊が<br>ひそひそ木立周辺で確認された<br>現場に急行し、イクサル族を倒せ","","","","",0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
178,1,3879483,3,8,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"赤王の幼生「ジュバ」","周囲の魔物を圧倒する<br>凶暴なマイトの幼生体が現れた<br>危険の芽を摘むため、ジュバを倒せ","","","","",0
179,1,0,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"フォールゴウドの守り手","フォールゴウドの住民を<br>脅かす魔物の駆除を行う<br>押し寄せるベーンマイトを倒せ","","","","",0
180,2,3879486,28,33,2000253,0,1,0,0,60723,60503,0,0,0,33,34,35,true,false,false,0,false,false,false,"山師の願い","新鉱脈を探す山師は<br>ゴーレムの石材にも興味があるようだ<br>ストーンゴーレムを倒し、石兵の欠片を集めろ","サンプルとしてゴーレムから回収した<br>「石兵の欠片」を、「うさんくさい山師」に<br>速やかに納品せよ","納品した石兵の欠片の数","","",0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
182,1,0,29,34,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"真理は死んだ","霊災前後から出没するようになった<br>ゴーレムたちを排除せよ<br>ストーンゴーレムを倒せ","","","","",0
183,1,3867831,3,8,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"猿の惑乱","悪戯者のオポオポの群れが<br>聖地である精霊の幼木近辺に現れた<br>群れを追い払うため、オポオポを倒せ","","","","",0
184,4,3867845,7,12,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"みんな大好きムントゥイ豆","ムントゥイ豆の味を覚えたオポオポたちが<br>ハーストミルを狙っている<br>大切な豆を守るため、オポオポを倒せ","","ムントゥイ豆入りの麻袋の数","","",0
185,1,3867939,8,13,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"幻惑の芳香「クルピラ」","人の方向感覚を狂わせる香りを放つ<br>コチューの突然変異種が確認された<br>神隠しの元凶、クルピラを倒せ","","","","",0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
187,4,3867947,25,30,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"イクサル族強襲部隊の迎撃","イクサル族の強襲部隊によって<br>鬼哭隊の補給部隊が襲撃された<br>補給物資を守りつつ、イクサル族を倒せ","","鬼哭隊の補給物資の数","","",0
188,1,3867975,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"餓えたるジズが求めるもの","餓えたジズがフォールゴウド周辺を<br>徘徊しており住民が怯えている<br>被害が出る前にジズを倒せ","","","","",0
189,1,3868016,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"アルダースプリングスの清掃","アルダースプリングスの木々が<br>アリオンにより食い荒らされている<br>シュラウドアリオンを倒せ","","","","",0
190,1,3922888,33,38,0,0,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"孤独なる石兵「ヌニュヌウィ」","鉱脈調査予定地に主を失った<br>ゴーレムが彷徨い歩いている<br>孤独なる石兵、ヌニュヌウィを倒せ","","","","",0
191,4,3996746,26,31,0,0,12,0,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"ハイブリッジの死闘：前哨戦","キキルン族盗賊団がハイブリッジに迫る<br>銅刃団の残り兵数に注意しつつ<br>協力して、キキルン族を倒せ","","銅刃団の残り兵数","","",0
192,4,3996834,26,31,0,0,43,44,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"ハイブリッジの死闘：防衛戦","キキルン族盗賊団がハイブリッジに迫る<br>市民たちと物資を守りつつ<br>キキルン族を倒せ","","市民の残り人数","物資の残り数","",0
193,4,3997258,26,31,0,0,43,44,0,60722,60502,171,0,0,37,38,35,true,false,false,0,false,false,false,"ハイブリッジの死闘：ズズルン排撃","キキルン族盗賊団の頭目が現れた<br>市民たちと物資を守りつつ<br>守銭奴のズズルンを倒せ","","市民の残り人数","物資の残り数","",0
194,1,3997260,26,31,0,229,0,0,0,60722,60502,69,0,0,33,34,35,true,false,false,0,false,false,false,"ハイブリッジの死闘：ナヨク・ロー排撃","キキルン族盗賊団に市民誘拐を<br>そそのかしたアマルジャ族が現れた<br>人買のナヨク・ローを倒せ","","","","",0
195,1,3997286,26,31,0,0,0,0,0,60722,60502,68,0,0,33,34,35,true,false,false,0,false,false,false,"ハイブリッジの死闘：市民奪還作戦","キキルン族に誘拐された市民を<br>銅刃団と協力しつつ、救出せよ<br>人買のナヨク・ローを倒せ","","","","",0
196,1,4304993,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
197,1,4305058,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
198,1,4305274,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
199,1,4305302,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
200,1,4305341,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
201,1,4305542,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
202,1,4305574,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
203,1,4305635,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
204,1,4305642,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
205,1,4305831,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
206,1,4305940,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
207,1,4305987,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"古の闘神「オーディン」","漆黒の鎧に身を固めた亡霊騎士が<br>黒衣森をあてどもなく彷徨っている<br>古の蛮神、オーディンを討滅せよ","","","","",0
208,1,4011055,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"レディキラー","増えすぎたレディバグが<br>害虫だけでなく、益虫まで食い荒らしている<br>押し寄せるレディバグを倒せ","","","","",0
209,1,4038936,31,36,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"水源の破壊者「ジェイデッド・ジョディ」","動植物を潤す水源地、芽吹の池に<br>水を飲み干そうとする巨大モルボルが現れた<br>ジェイデッド・ジョディを倒せ","","","","",0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
212,1,4057804,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"ナインティナインアイビー","鬼哭隊と神勇隊に協力し<br>増殖したツタの化物を駆除せよ<br>オーバーグロウン・アイビーを倒せ","","","","",0
213,1,4105414,23,28,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"シルフと共に去りぬ","ラムウの狂信者と化したシルフが<br>仮宿のシルフを拉致しようとしている<br>テンパード・シルフを倒せ","","","","",0
214,1,4105481,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"禿鷲の饗宴","ゴブリン族が散らかす残飯の影響で<br>猛禽が街道に現われるようになった<br>残飯漁りのヴァルチャーを倒せ","","","","",0
215,1,4077036,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"飛んで火に入る似我蜂団","盗賊団「似我蜂団」の構成員が<br>廃屋で秘密会合を行うとの情報を得た<br>レッドベリー・コンスピレーターを倒せ","","","","",0
216,1,4105523,28,33,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"月の反逆者","霊災時に天より降ってきた構造物より<br>強力なゴーレムが出現した<br>ルナゴーレムを倒せ","","","","",0
217,3,4082321,21,26,0,0,0,0,0,60725,60505,0,4082423,4082423,33,34,35,true,false,false,0,false,false,false,"甘い香りの運び人","十二神大聖堂で近く祝い事が催される<br>祝宴のための蜂蜜酒の運び人を<br>十二神大聖堂まで護衛せよ","","","","",0
