Index,0 [0x3][0x42],1 [0x7][0x1c],2 [0x3][0x43],3 [0x3][0x44],4 [0x7][0x20],5 [0x5][0x38],6 [0x5][0x3a],7 [0x5][0x3c],8 [0x5][0x3e],9 [0x6][0x2c],10 [0x6][0x30],11 [0x6][0x34],12 [0x7][0x24],13 [0x7][0x28],14 [0x3][0x45],15 [0x3][0x46],16 [0x3][0x47],17 [0x19][0x48],18 [0x1a][0x48],19 [0x1b][0x48],20 [0x5][0x40],21 [0x1c][0x48],22 [0x1d][0x48],23 [0x1e][0x48],24 [0x0][0x0],25 [0x0][0x4],26 [0x0][0x8],27 [0x0][0xc],28 [0x0][0x10],29 [0x0][0x14],30 [0x7][0x18]
131,1,3872331,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Auf dem Präsentierteller","Auf einem wichtigen Pfad durch Nophicas Lethe attackieren aggressive Bussarde die Wanderer. Sichere den Weg!","","","","",0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
136,4,3867428,5,10,0,0,12,0,0,60724,60504,0,3895606,0,33,34,35,true,false,false,0,false,false,false,"Scharfer Drill","Hilf dem neuen Rekruten der Bruderschaft, die Übung gegen seinen Ausbilder, den manischen Miraudont, lebend zu überstehen.","","Neuer Rekrut","","",0
137,1,3852490,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Blattblutbefall","Verhindere, dass die Blattblut-Seuche um sich greift, indem du die Krankheitsüberträger eliminierst. Vernichte die Matagaigai-Riesenkarnivore!","","","","",0
138,1,3852555,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Kükenschutz","Einige Chocobo-Küken sind vom Gut Zwieselgrund entlaufen und drohen von Baumschnecken gefressen zu werden. Mach die Schnecken unschädlich!","","","","",0
139,1,3852559,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Wie neu gestorben","Jemand erweckt die Gebeine im Totenacker Tam-Tara zum Leben! Bring ihnen (erneut) den ewigen Frieden.","","","","",0
140,1,3852575,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Ausgangssperre","Eine Horde Imps aus dem Geisterkerker will den Wald unsicher machen! Blockier den Ausgang und erledige sie.","","","","",0
141,1,3852600,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Vergebliche Liebesmüh","Scharen von Schaudermilben sind auf Partnersuche unterwegs. Hilf dem Klageregiment, die Tiere zu dezimieren, bevor sie sich reproduzieren.  ","","","","",0
142,1,3852613,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Nicht zum Verzehr bestimmt","Eine Riesenschnecke namens Lou Carcolh will sich am Wächterbaum gütlich tun! Verhindere den Frevel.","","","","",0
143,4,3867430,11,16,0,0,12,0,0,60724,60504,0,3895962,0,33,34,35,true,false,false,0,false,false,false,"Imp gegen Imme","Imps haben es auf friedliche Honigbienen abgesehen. Schütz die Schwärme und beseitige die Imps!","","Bienenschwärme","","",0
144,1,3877977,16,21,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Nase zu und durch","Pestilenzio wurde gesichtet! Halt den Atem an und den Pestverbreiter auf.","","","","",0
145,1,3877979,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"戦場までは何マルム？","暗黙の境界線をまたぎ<br>侵入してきた帝国兵を追い散らすのだ<br>IIIコホルス・ベスティアリウスを倒せ","","","","",0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
148,1,3862480,10,15,0,0,0,0,0,60721,60501,0,3895967,0,33,34,35,true,false,false,0,false,false,false,"Futterneid","Baumschnecken fressen den Honigbienen ihre Blüten weg! Befrei die Bienen von ihrer schleimigen Konkurrenz. ","","","","",0
149,1,3852846,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Eingeschleppt","Dämonenschnaken bringen Krankheiten und gefährden das Gleichgewicht des Waldes. Merze sie aus.","","","","",0
150,1,3853616,19,24,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Affenbande","Der freche Naseweis und seine Bande glaubt, der Wald sei ihr Privatbesitz. Belehr Naseweis eines Besseren!","","","","",0
151,1,3853682,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"リトルブリッジの戦い","ラムウの狂信者と化したシルフたちが<br>ラークスコール方面に押し寄せてきた<br>吊り橋に陣取り、シルフを倒せ","","","","",0
152,1,3853721,20,25,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Wirr im Wipfel","Auf der Brombeerlichtung sind kranke Baumschrate wegen ihres Befalls nicht mehr Herr ihrer Handlungen. Mach ihrem Leiden ein Ende.","","","","",0
153,1,3877983,23,28,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Großwildjagd","Sirocco, der kapitale Antilopenbock, auf den es jeder Jäger abgesehen hat, ist hier! Nutz die Chance auf den Abschuss. ","","","","",0
154,1,3877986,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Molchminimierung","Schwarzmolche sind dabei, Wurzelmoor völlig zu übervölkern. Dämme die Population ein!","","","","",0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
158,1,3877994,28,33,0,0,0,0,0,60721,60501,0,3920873,0,33,34,35,true,false,false,0,false,false,false,"Schlichtungsstelle","Örtliche Wilderer haben sich beim Handel mit den Goblins überworfen! Die Gelegenheit, sie zu erwischen, während sie abgelenkt sind.","","","","",0
159,1,3689061,32,37,0,0,2,0,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"Das Nest sprengen","Dring in das Räubernest der Rotbauch-Wespen ein, indem du die Torwachen beseitigst und die Tore durchbrichst.","","Durchbrochene Tore","","",0
160,1,3884803,32,37,0,228,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"Das Nest säubern","Das Tor des Rotbauch-Nests ist offen! Dring ins Innerste vor und erledige den Anführer Giftstachel Severaint!","","","","",0
161,4,3688712,32,37,0,228,12,0,0,60724,60504,69,0,0,33,34,35,true,false,false,0,false,false,false,"Das Nest verteidigen","Schütz die Verteidiger des Klageregiments, damit die Rotbauch-Wespen ihr Räubernest nicht zurückerobern!","","Verbliebene Tore","","",0
162,4,3688712,32,37,0,228,12,2,0,60724,60504,69,0,0,33,34,35,true,false,false,0,false,false,false,"Das Nest halten","Verteidige das Rotbauch-Nest, indem du gezielt die Rotbauch-Strauchdiebe beseitigst!","","Verbliebene Tore","Besiegte Rotbauch-Strauchdiebe:","",0
163,1,3878580,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Fallenfäller","Die Oberen Pfade werden von Dämonenfliegenfallen überwuchert. Rode das gefräßige Unkraut!","","","","",0
164,1,3878966,29,34,0,0,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"Königsklauen stutzen","Die Miqo'te-Wilderer treiben es immer bunter. Beseitige ihren Anführer, den „König der Coeurlklauen“! ","","","","",0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
166,4,3862614,22,27,0,0,12,0,0,60724,60504,115,3895687,0,33,34,35,true,false,false,0,false,false,false,"Eine Runde aufs Haus","Stammgast Spenser randaliert regelmäßig in Buscarrons Horst. Maßregle den Trunkenbold, bevor er die Kundschaft vergrault oder gar verletzt.","","Belästigter Stammgast","","",0
167,1,3863377,21,26,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Ruhig Blut","Es ist Brunftzeit, und die Antilopenböcke drehen wieder mal durch. Ringe die allzu wilden Tiere nieder, bevor sie jemanden verletzen.","","","","",0
168,2,3867062,29,34,2000251,0,1,0,0,60723,60503,0,3891751,0,33,34,35,true,false,false,0,false,false,false,"Kurzen Prozess","Mach die Wilderer dingfest, die den Wald verwüsten, und nimm ihnen die gewilderten Tierhäute ab.","Bring die beschlagnahmten Tierhäute zu dem Soldaten des Klageregiments.","Beschlagnahmte Tierhäute ","","",0
169,1,3867133,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Schwarzer Freitag","Der ehemalige Luftschiff-Landeplatz hat sich in einen Umschlagplatz für Schwarzhändler verwandelt. Räum auf und beseitige den Boss, Yabi Zweischwanz.","","","","",0
170,1,3867168,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Mautstelle","Wegelagerer haben die Handelsstraßen abgeriegelt und verlangen horrenden Wegzoll fürs Passieren. Zeig ihnen, was sie für ihre Frechheit verdienen. ","","","","",0
171,1,3867238,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Hinterholz","Die Rotbauch-Wespen wollen sich in einer verlassenen Hütte einnisten. Merze die ganze barrikadenbauende Bande aus.","","","","",0
172,2,3867290,29,34,2000252,0,1,0,0,60723,60503,0,3891765,0,33,34,35,true,false,false,0,false,false,false,"Unrecht Gut","Goblins haben einen Händler unterwegs nach Gridania ausgeraubt. Bring die Gauner zur Strecke und hol die Beute zurück!","Bring die beschlagnahmten Waren zu dem geknickten Händler.","Zurückgeholte Waren ","","",0
173,1,3867306,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"※β1不要：ウォータースプライトの大量発生","※β1不要：","","","","",0
174,1,3879457,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Dreh dich nicht um","Nahe Flüsterhain wurden (offenbar unfähige) Ixal-Späher erspäht. Beeil dich und erledige die Anfänger!","","","","",0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
178,1,3879483,3,8,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"In jedem siebten Ei","Alle paar Monde schlüpft eine besonders riesige Milbenlarve, die unter dem Namen Dschubba bekannt ist. Zum Schutz der Waldbewohner muss das Insekt beseitigt werden.","","","","",0
179,1,0,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Milbenstopp","Eine Horde Terrormilben ist Richtung Herbstkürbis-See unterwegs. Beseitige die drohende Plage, bevor sie die Siedlung erreicht.","","","","",0
180,2,3879486,28,33,2000253,0,1,0,0,60723,60503,0,0,0,33,34,35,true,false,false,0,false,false,false,"Emeth","Ein Geologe sucht in Golemsteinen nach den Spuren des Lebens. Bring ihm Steine, um ihm verstehen zu helfen, was die Golems zusammenhält. ","Bring die Golemsteine zu dem rastlosen Geologen.","Gelieferte Golemsteine","","",0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
182,1,0,29,34,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Dogma","Golems sind wider die rechte Ordnung der Welt. Schließlich sind sie als Vorboten der Katastrophe erschienen. Vernichte sie!","","","","",0
183,1,3867831,3,8,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Gesegnete Zone","Opo-Opos dehnen ihr Revier bis bedenklich nahe an Gesegneten Jungbaum aus. Gebiete ihnen Einhalt - wenn es sein muss, mit Gewalt.","","","","",0
184,4,3867845,7,12,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"Verbotene Frucht","Opo-Opos sind auf den Geschmack von Mun-Tuy-Bohnen gekommen und lassen sich nicht mehr von Mühlenhain wegbewegen ... Es sei denn, du schützt die Bohnen mit deiner Waffe.","","Mun-Tuy-Bohnensäcke","","",0
185,1,3867939,8,13,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Kleiner Stinker","Curupira, ein Mikrochu-Exemplar, dessen bestialischer Gestank einen Oben und Unten verwechseln lässt, terrorisiert die Gegend. Mach der Kreatur ein Ende.","","","","",0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
187,4,3867947,25,30,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"Angriff der Ixal","Die Ixal haben eine Karawane des Klageregiments überfallen. Schütz die Versorgungsgüter und bekämpf die Angreifer!","","Güterkisten","","",0
188,1,3867975,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Ziz will einen Keks ","Riesengreifvögel namens Ziz kreisen nahe dem Herbstkürbis-See. Befreie die verängstigte Bevölkerung von den Untieren! ","","","","",0
189,1,3868016,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Rutschstopp","Glitscher fallen über alles Fressbare in Erlenbrunnen her. Halt die Schleimtiere auf.","","","","",0
190,1,3922888,33,38,0,0,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"Kehr zurück in deinen Staub","Der Golem Nunyunuwi hat den Meister und damit jegliche Kontrolle verloren. Zerstör die gefährliche Steinkreatur.","","","","",0
191,4,3996746,26,31,0,0,12,0,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"Schlacht um Hohenbrück:<br>Der Ansturm","Qiqirn-Diebe überfallen Hohenbrück. Jage sie in die Flucht und leiste den tapfer verteidigenden Messingklingen Beistand.","","Überlebende Messingklingen","","",0
192,4,3996834,26,31,0,0,43,44,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"Schlacht um Hohenbrück:<br>Die Verteidigung","Qiqirn-Diebe überfallen Hohenbrück. Beschütze die hilflosen Bürger und rette die Transportkisten vor den Langfingern.","","Überlebende Zivilisten","Verbleibende Transportkisten","",0
193,4,3997258,26,31,0,0,43,44,0,60722,60502,171,0,0,37,38,35,true,false,false,0,false,false,false,"Schlacht um Hohenbrück:<br>Duell mit Zuzuroon","Zuzuroon will die Sache selbst in die Hand nehmen. Strecke den Kopf der Diebesbande nieder.","","Überlebende Zivilisten","Verbleibende Transportkisten","",0
194,1,3997260,26,31,0,229,0,0,0,60722,60502,69,0,0,33,34,35,true,false,false,0,false,false,false,"Schlacht um Hohenbrück:<br>Duell mit Nayokk Roh","Die Qiqirn waren von den Amalj'aa auf die Bürger von Hohenbrück angesetzt worden. Erteile dem Sklavenhändler Nayokk Roh eine Lektion.","","","","",0
195,1,3997286,26,31,0,0,0,0,0,60722,60502,68,0,0,33,34,35,true,false,false,0,false,false,false,"Schlacht um Hohenbrück:<br>Die Entscheidung","Eine deine Kräfte mit den Messingklingen und befreie die Geiseln aus den Fängen der Qiqirn. Dazu musst du noch einmal dem furchterregenden Nayokk Roh entgegentreten.","","","","",0
196,1,4304993,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
197,1,4305058,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
198,1,4305274,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
199,1,4305302,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
200,1,4305341,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
201,1,4305542,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
202,1,4305574,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
203,1,4305635,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
204,1,4305642,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
205,1,4305831,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
206,1,4305940,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
207,1,4305987,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"Der dunkle Reiter","In schwarzglänzender Rüstung streift der ruhelose Reiter durch den Finsterwald - tritt dem Gott des Kampfes entgegen: Odin.","","","","",0
208,1,4011055,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Käfer außer Rand und Band","Normalerweise sind die Marienkäfer im Finsterwald gern gesehene Gäste, da Schädlinge ganz oben auf ihrer Speisekarte stehen. Doch in letzter Zeit sind einige auf den Geschmack von Honigbienen gekommen. Mache ihrem ungezügelten Appetit ein Ende.","","","","",0
209,1,4038936,31,36,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Essen macht durstig","Satt mag die Satte Susi sein, doch ihr Durst ist scheinbar nicht zu stillen. Wenn sie weiter ungestört den Hoffnungsschimmer-Teich ausschlürft, ist bald die ganze Gegend ausgetrocknet.","","","","",0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
212,1,4057804,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Neunundneunzig Efeuranken","Die Efeuranken drohen, sämtliche Pflanzen und Tiere der Gegend zu überwuchern. Stutze das expandierende Grünzeug zurecht!","","","","",0
213,1,4105414,23,28,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Von den Sylphen verweht","Ergebene Gläubige Ramuhs wollen ihre Artgenossen entführen. Bekehre die fanatischen Sylphen mit Feuer und Schwert von ihrem Irrglauben!","","","","",0
214,1,4105481,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Geierschmaus","Kobolde haben Essensreste in der Gegend verteilt, auf die sich jetzt die Geier stützen. Rupf den verfressenen Greifvögeln die Federn!","","","","",0
215,1,4077036,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Wie Motten zum Licht","Die Rotbauch-Wespen wollen am Schuppen ein Geheimtreffen abhalten. Verpass den Verschwörern eine wohlverdiente Tracht Prügel!","","","","",0
216,1,4105523,28,33,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Mondgestein","Aus Trümmern, die bei der Siebten Katastrophe vom Himmel gefallen sind, haben sich Mondgolems erhoben. Zerstöre sie!","","","","",0
