Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33],58 [0x1b][0x33]
10,"ランパート",false,152,4,0,0,369,1875,0,1,2,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,5,0,0,0,0,0,38,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
11,"サベッジブレード",false,157,3,0,0,311,1875,206,1,4,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,9,false,0,25,58,-1,7,0,0,0,39,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
12,"コンバレセンス",false,162,4,0,0,370,1875,0,1,10,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,7,0,0,0,0,0,37,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
13,"アウェアネス",false,163,4,0,0,371,1875,0,1,34,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,8,0,0,0,0,0,37,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
14,"フラッシュ",false,159,2,102,85,441,1875,0,1,8,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,3,8,0,0,0,true,0,25,58,5,7,0,0,0,37,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
15,"ライオットソード",false,156,3,0,0,317,1875,0,1,12,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,9,false,0,25,58,-1,7,0,0,0,38,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
16,"シールドバッシュ",false,154,3,0,0,315,1875,0,1,18,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,120,39,0,0,false,0,25,58,-1,7,0,0,0,38,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
17,"センチネル",false,151,4,0,0,372,1875,0,1,38,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,10,0,0,0,0,0,38,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
18,"挑発",false,165,4,0,0,373,1875,0,1,22,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,400,3,0,0,0,0,0,37,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
19,"鋼の意志",false,153,4,0,0,374,1875,0,1,42,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,11,0,0,0,0,0,38,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
20,"ファイト・オア・フライト",false,166,4,0,0,376,1875,0,1,6,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,6,0,0,0,0,0,38,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
21,"レイジ・オブ・ハルオーネ",false,155,3,0,0,312,1875,0,1,26,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,11,false,0,25,58,-1,7,0,0,0,38,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
22,"ブルワーク",false,167,4,0,0,377,1875,0,1,46,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,12,0,0,0,0,0,38,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
23,"サークル・オブ・ドゥーム",false,161,4,0,0,313,1892,0,1,50,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,0,250,1,-1,7,0,0,0,38,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
24,"シールドロブ",false,164,3,0,0,316,1875,0,1,15,15,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,120,39,0,0,false,0,25,58,-1,7,0,0,72,38,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
25,"シールドスワイプ",false,160,4,0,0,318,1875,0,1,30,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,2,0,0,true,0,150,15,-1,7,0,0,73,38,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
26,"忠義の剣",false,2504,2,102,90,442,1875,0,19,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,10,0,0,0,true,0,25,58,0,0,0,78,31,20,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
27,"かばう",false,2501,4,0,0,375,1887,0,19,35,10,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,32,20,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
28,"忠義の盾",false,2505,2,102,90,443,1875,0,19,40,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,10,0,0,0,true,0,25,58,0,0,0,79,33,20,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
29,"スピリッツウィズイン",false,2503,4,0,0,314,1875,0,19,45,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,2,-1,7,0,0,34,20,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
30,"インビンシブル",false,2502,4,0,0,378,1875,0,19,50,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,4200,25,0,0,0,0,35,20,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
31,"ヘヴィスウィング",false,260,3,0,0,319,1875,202,3,1,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,70,0,0,0,false,0,25,58,-1,7,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
32,"フォーサイト",false,252,4,0,0,379,1875,0,3,2,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,8,0,0,0,0,0,43,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
33,"フラクチャー",false,256,3,0,0,321,1875,204,3,6,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,80,0,0,0,false,0,25,58,-1,7,0,0,0,45,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
34,"ブラッドバス",false,251,4,0,0,380,1875,0,3,8,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,5,0,0,0,0,0,43,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
35,"スカルサンダー",false,257,3,0,0,320,1875,203,3,4,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,31,false,0,25,58,-1,7,0,0,0,45,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
36,"マーシーストローク",false,265,4,0,0,381,1875,0,3,26,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,6,0,0,true,0,900,6,-1,7,0,0,0,43,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
37,"メイム",false,255,3,0,0,322,1875,0,3,18,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,31,false,0,25,58,-1,7,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
38,"バーサク",false,259,4,0,0,382,1875,0,3,22,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,7,0,0,0,0,0,44,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
39,"ブルータルスウィング",false,253,4,0,0,324,1875,0,3,10,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,200,2,-1,7,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
40,"スリル・オブ・バトル",false,263,4,0,0,383,1875,0,3,34,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,0,44,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
41,"オーバーパワー",false,254,3,0,0,309,1940,0,3,12,8,false,false,false,true,false,false,false,false,false,0,true,true,3,8,0,true,5,130,0,0,0,false,0,25,58,-1,7,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
42,"シュトルムヴィント",false,258,3,0,0,323,1875,0,3,38,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,37,false,0,25,58,-1,7,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
43,"ホルムギャング",false,266,4,0,0,385,1875,0,3,42,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,1800,12,0,0,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
44,"ヴェンジェンス",false,267,4,0,0,388,1875,0,3,46,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,10,0,0,0,0,0,44,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
45,"シュトルムブレハ",false,264,3,0,0,329,1875,0,3,50,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,37,false,0,25,58,-1,7,0,0,0,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
46,"トマホーク",false,261,3,0,0,328,1875,0,3,15,15,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,120,0,0,0,false,0,25,58,-1,7,0,0,74,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
47,"ボーラアクス",false,262,3,0,0,325,1875,0,3,30,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,35,false,0,25,58,-1,7,0,0,75,44,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
48,"ディフェンダー",false,2551,4,0,0,384,1875,0,21,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,100,1,0,0,0,91,41,22,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
49,"原初の魂",false,2553,3,0,0,330,1875,0,21,35,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,10,97,32,97,0,true,0,25,58,-1,7,0,0,42,22,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
50,"アンチェインド",false,2554,4,0,0,386,1875,0,21,40,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,10,97,32,97,0,true,0,1200,11,0,0,0,0,43,22,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
51,"スチールサイクロン",false,2552,3,0,0,327,1916,0,21,45,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,10,97,32,97,0,true,0,25,58,-1,7,0,0,44,22,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
52,"ウォークライ",false,2555,4,0,0,387,1875,0,21,50,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,41,0,0,true,0,600,4,0,0,0,0,45,22,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
53,"連撃",false,208,3,0,0,333,1875,0,2,1,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,0,false,0,25,58,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
54,"正拳突き",false,209,3,0,0,334,1875,0,2,2,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,50,32,108,0,false,0,25,58,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
55,"フェザーステップ",false,202,4,0,0,389,1875,0,2,4,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,8,0,0,0,0,0,40,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
56,"崩拳",false,210,3,0,0,336,1875,0,2,6,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,50,32,109,0,false,0,25,58,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
57,"内丹",false,201,4,0,0,390,1875,0,2,8,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,0,40,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
58,"カウンター",false,203,3,0,0,331,1875,207,2,10,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,40,4,0,0,true,0,25,58,-1,7,0,0,0,42,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
59,"発勁",false,212,4,0,0,391,1875,0,2,12,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,4,0,0,0,0,0,40,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
60,"金剛の構え",false,206,4,0,0,392,1875,0,2,22,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,30,1,0,0,0,104,0,41,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
61,"双掌打",false,213,3,0,0,337,1875,0,2,18,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,32,108,0,false,0,25,58,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
62,"壊神衝",false,215,3,0,0,395,1875,0,2,26,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,5,130,0,0,0,false,0,25,58,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
63,"紅蓮の構え",false,205,4,0,0,393,1875,0,20,40,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,30,1,0,0,0,103,38,21,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
64,"鉄山靠",false,2530,4,0,0,341,1888,0,2,38,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,600,5,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
65,"マントラ",false,216,4,0,0,396,1922,0,2,42,0,true,false,false,false,false,false,false,false,false,0,true,false,2,7,0,false,0,0,0,0,0,true,0,1200,10,0,0,0,0,0,40,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
66,"破砕拳",false,204,3,0,0,342,1875,0,2,30,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,50,32,109,0,false,0,25,58,-1,7,0,0,77,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
67,"空鳴拳",false,207,4,0,0,398,1889,0,2,46,10,false,false,false,true,false,false,false,false,false,0,true,true,4,10,2,true,0,0,0,0,0,true,0,600,6,-1,7,0,0,0,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
68,"秘孔拳",false,211,3,0,0,338,1875,0,2,15,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,80,0,0,0,false,0,25,58,-1,7,0,0,76,41,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
69,"踏鳴",false,217,4,0,0,399,1875,0,2,50,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,11,0,0,0,0,0,41,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
70,"地烈斬",false,2529,3,0,0,340,1875,0,20,30,5,false,false,false,true,false,false,false,false,false,0,true,true,3,5,0,true,5,120,32,109,0,false,0,25,58,-1,7,0,0,36,21,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
71,"羅刹衝",false,2526,4,0,0,394,1875,0,20,35,20,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,3,-1,7,0,0,37,21,2,false,true,0,false,false,true,true,true,true,false,false,true,0,false,false
72,"短勁",false,214,3,0,0,339,1875,0,20,45,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,120,32,108,0,false,0,25,58,-1,7,0,0,39,21,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
73,"疾風の構え",false,2527,4,0,0,397,1875,0,2,34,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,30,1,0,0,0,105,0,41,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
74,"双竜脚",false,2528,3,0,0,335,1875,0,20,50,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,0,false,0,25,58,-1,7,0,0,40,21,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
75,"トゥルースラスト",false,310,3,0,0,343,1875,193,4,1,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,70,0,0,0,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
76,"フェイント",false,307,3,0,0,344,1875,205,4,2,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,80,0,0,0,false,0,25,58,-1,7,0,0,0,48,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
77,"キーンフラーリ",false,301,4,0,0,400,1875,0,4,6,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,7,0,0,0,0,0,46,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
78,"ボーパルスラスト",false,312,3,0,0,345,1875,0,4,4,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,75,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
79,"ヘヴィスラスト",false,311,3,0,0,346,1875,0,4,12,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,70,0,0,0,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
80,"気合",false,302,4,0,0,401,1875,0,4,22,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,0,46,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
81,"インパルスドライヴ",false,313,3,0,0,347,1875,0,4,8,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,70,0,0,0,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
82,"足払い",false,305,4,0,0,348,1875,0,4,10,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,2,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
83,"ライフサージ",false,304,4,0,0,402,1875,0,4,18,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,8,0,0,0,0,0,47,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
84,"フルスラスト",false,314,3,0,0,354,1875,0,4,26,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,78,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
85,"捨身",false,309,4,0,0,404,1875,0,4,34,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,800,6,0,0,0,0,0,46,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
86,"ドゥームスパイク",false,306,3,0,0,349,1896,0,4,42,10,false,false,false,true,false,false,false,false,false,0,true,true,4,10,2,true,5,160,0,0,0,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
87,"ディセムボウル",false,317,3,0,0,355,1875,0,4,38,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,81,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
88,"桜華狂咲",false,308,3,0,0,350,1875,0,4,50,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,87,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
89,"リング・オブ・ソーン",false,2579,3,0,0,351,1897,0,4,46,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,5,120,0,0,79,false,0,25,58,-1,7,0,0,0,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
90,"ピアシングタロン",false,315,3,0,0,352,1875,0,4,15,15,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,130,0,0,0,false,0,25,58,-1,7,0,0,66,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
91,"二段突き",false,316,3,0,0,353,1875,0,4,30,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,90,0,0,0,false,0,25,58,-1,7,0,0,67,47,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
92,"ジャンプ",false,2576,4,0,0,403,1875,0,22,30,20,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,3,-1,7,0,0,46,23,2,false,true,0,false,false,true,true,true,true,false,false,true,0,false,false
93,"竜槍",false,303,4,0,0,405,1875,0,22,45,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,4,0,0,0,0,49,23,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
94,"イルーシブジャンプ",false,2577,4,0,0,406,1875,0,22,35,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1800,11,0,0,0,0,47,23,1,false,false,0,false,false,true,true,true,true,false,false,true,0,false,false
95,"スパインダイブ",false,2580,4,0,0,407,1875,0,22,40,20,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,600,5,-1,7,0,0,48,23,2,false,true,0,false,false,true,true,true,true,false,false,true,0,false,false
96,"ドラゴンダイブ",false,2578,4,0,0,408,1875,0,22,50,20,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,0,1200,10,-1,1,0,0,50,23,2,false,true,0,false,false,true,true,true,true,false,false,true,0,false,false
97,"ヘヴィショット",false,358,3,3896,205,356,1875,0,5,1,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,50,0,0,0,false,0,25,58,-1,7,0,0,0,50,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
