Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8],9 [0x3][0x14]
43,"Thanalan central",0,"Thanalan central",0,0,1,0,0,"<switch:le Thanalan central/dans le Thanalan central/du Thanalan central>",0
44,"Thanalan oriental",0,"Thanalan oriental",0,0,1,0,0,"<switch:le Thanalan oriental/dans le Thanalan oriental/du Thanalan oriental>",0
45,"Thanalan méridional",0,"Thanalan méridional",0,0,1,0,0,"<switch:le Thanalan méridional/dans le Thanalan méridional/du Thanalan méridional>",0
46,"Thanalan septentrional",0,"Thanalan septentrional",0,0,1,0,0,"<switch:le Thanalan septentrional/dans le Thanalan septentrional/du Thanalan septentrional>",0
47,"Gouffre hurlant",0,"Gouffre hurlant",0,0,1,0,0,"<switch:le Gouffre hurlant/au Gouffre hurlant/du Gouffre hurlant>",0
48,"Mines de Clochecuivre",0,"Mines de Clochecuivre",0,0,1,0,0,"<switch:les Mines de Clochecuivre/aux Mines de Clochecuivre/des Mines de Clochecuivre>",0
49,"Halatali",0,"Halatali",0,0,1,0,0,"<switch:Halatali/à Halatali/d'Halatali>",0
50,"Temple enseveli de Qarn",0,"Temple enseveli de Qarn",0,0,1,0,0,"<switch:le Temple enseveli de Qarn/au Temple enseveli de Qarn/du Temple enseveli de Qarn>",0
51,"Ul'dah",0,"Ul'dah",0,0,1,0,0,"<switch:Ul'dah/à Ul'dah/d'Ul'dah>",0
52,"Nouvelle Gridania",0,"Nouvelle Gridania",0,0,1,0,0,"<switch:Nouvelle Gridania/à Nouvelle Gridania/de Nouvelle Gridania>",0
53,"Vieille Gridania",0,"Vieille Gridania",0,0,1,0,0,"<switch:Vieille Gridania/à Vieille Gridania/de Vieille Gridania>",0
54,"Forêt centrale",0,"Forêt centrale",0,0,1,0,0,"<switch:la Forêt centrale/à la Forêt centrale/de la Forêt centrale>",0
55,"Forêt de l'est",0,"Forêt de l'est",0,0,1,0,0,"<switch:la Forêt de l'est/à la Forêt de l'est/de la Forêt de l'est>",0
56,"Forêt du sud",0,"Forêt du sud",0,0,1,0,0,"<switch:la Forêt du sud/à la Forêt du sud/de la Forêt du sud>",0
57,"Forêt du nord",0,"Forêt du nord",0,0,1,0,0,"<switch:la Forêt du nord/à la Forêt du nord/de la Forêt du nord>",0
58,"Hypogée de Tam-Tara",0,"Hypogée de Tam-Tara",0,0,1,0,0,"<switch:l'Hypogée de Tam-Tara/à l'Hypogée de Tam-Tara/de l'Hypogée de Tam-Tara>",0
59,"Manoir des Haukke",0,"Manoir des Haukke",0,0,1,0,0,"<switch:le Manoir des Haukke/au Manoir des Haukke/du Manoir des Haukke>",0
60,"",0,"",0,0,0,0,0,"",0
61,"Mille Gueules de Toto-Rak",0,"Mille Gueules de Toto-Rak",0,0,1,0,0,"<switch:les Mille Gueules de Toto-Rak/aux Mille Gueules de Toto-Rak/des Mille Gueules de Toto-Rak>",0
62,"Ishgard",0,"Ishgard",0,0,1,0,0,"<switch:Ishgard/à Ishgard/d'Ishgard>",0
63,"Hautes terres du Coerthas central",0,"Hautes terres du Coerthas central",0,0,1,0,0,"<switch:les Hautes terres du Coerthas central/dans les Hautes terres du Coerthas central/des Hautes terres du Coerthas central>",0
64,"Forteresse de Dzemael",0,"Forteresse de Dzemael",0,0,1,0,0,"<switch:la Forteresse de Dzemael/à la Forteresse de Dzemael/de la Forteresse de Dzemael>",0
65,"Val d'Aurum",0,"Val d'Aurum",0,0,1,0,0,"<switch:le Val d'Aurum/au Val d'Aurum/du Val d'Aurum>",0
66,"Orient",0,"Orient",0,0,1,0,0,"<switch:l'Orient/en Orient/d'Orient>",0
67,"Mor Dhona",0,"Mor Dhona",0,0,1,0,0,"<switch:le Mor Dhona/dans le Mor Dhona/du Mor Dhona>",0
68,"Berges de Jade",0,"Berges de Jade",0,0,1,0,0,"<switch:les berges de Jade/aux berges de Jade/des berges de Jade>",0
69,"Larmeverte",0,"Larmeverte",0,0,1,0,0,"<switch:Larmeverte/à Larmeverte/de Larmeverte>",0
70,"Brancharquée",0,"Brancharquée",0,0,1,0,0,"<switch:Brancharquée/à Brancharquée/de Brancharquée>",0
71,"Havre des Renouées",0,"Havre des Renouées",0,0,1,0,0,"<switch:le havre des Renouées/au havre des Renouées/du havre des Renouées>",0
72,"Les Corps levés",0,"Les Corps levés",0,0,1,0,0,"<switch:Les Corps levés/aux Corps levés/des Corps levés>",0
73,"Jardinet du miel",0,"Jardinet du miel",0,0,1,0,0,"<switch:le Jardinet du miel/au Jardinet du miel/du Jardinet du miel>",0
74,"Neuf-Lierres",0,"Neuf-Lierres",0,0,1,0,0,"<switch:Neuf-Lierres/à Neuf-Lierres/de Neuf-Lierres>",0
75,"Massif de ronces",0,"Massif de ronces",0,0,1,0,0,"<switch:le Massif de ronces/au Massif de ronces/du Massif de ronces>",0
76,"Chantalouette",0,"Chantalouette",0,0,1,0,0,"<switch:Chantalouette/à Chantalouette/de Chantalouette>",0
77,"Terres sylphes",0,"Terres sylphes",0,0,1,0,0,"<switch:les Terres sylphes/aux Terres sylphes/des Terres sylphes>",0
78,"Hauts-Chemins",0,"Hauts-Chemins",0,0,1,0,0,"<switch:les Hauts-Chemins/aux Hauts-Chemins/des Hauts-Chemins>",0
79,"Bas-Chemins",0,"Bas-Chemins",0,0,1,0,0,"<switch:les Bas-Chemins/aux Bas-Chemins/des Bas-Chemins>",0
80,"Bocage de la Mue",0,"Bocage de la Mue",0,0,1,0,0,"<switch:le bocage de la Mue/au bocage de la Mue/du bocage de la Mue>",0
81,"Charmille silencieuse",0,"Charmille silencieuse",0,0,1,0,0,"<switch:la Charmille silencieuse/à la Charmille silencieuse/de la Charmille silencieuse>",0
82,"Le Don d'Urth",0,"Le Don d'Urth",0,0,1,0,0,"<switch:Le Don d'Urth/au Don d'Urth/du Don d'Urth>",0
83,"Futaie des Murmures",0,"Futaie des Murmures",0,0,1,0,0,"<switch:la futaie des Murmures/à la futaie des Murmures/de la futaie des Murmures>",0
84,"Sommière de la Paix",0,"Sommière de la Paix",0,0,1,0,0,"<switch:la sommière de la Paix/à la sommière de la Paix/de la sommière de la Paix>",0
85,"Sources de l'Aulne",0,"Sources de l'Aulne",0,0,1,0,0,"<switch:les sources de l'Aulne/aux sources de l'Aulne/des sources de l'Aulne>",0
86,"La Fierté",0,"La Fierté",0,0,1,0,0,"<switch:La Fierté/à La Fierté/de La Fierté>",0
87,"Porte du Blaireau bleu",0,"Porte du Blaireau bleu",0,0,1,0,0,"<switch:la porte du Blaireau bleu/à la porte du Blaireau bleu/de la porte du Blaireau bleu>",0
88,"Porte du Loup blanc",0,"Porte du Loup blanc",0,0,1,0,0,"<switch:la porte du Loup blanc/à la porte du Loup blanc/de la porte du Loup blanc>",0
89,"Tour de Gilbert",0,"Tour de Gilbert",0,0,1,0,0,"<switch:la tour de Gilbert/à la tour de Gilbert/de la tour de Gilbert>",0
90,"Le Bannock",0,"Le Bannock",0,0,1,0,0,"<switch:Le Bannock/au Bannock/du Bannock>",0
91,"Cabane de Gabineaux",0,"Cabane de Gabineaux",0,0,1,0,0,"<switch:la cabane de Gabineaux/à la cabane de Gabineaux/de la cabane de Gabineaux>",0
92,"Rochenue",0,"Rochenue",0,0,1,0,0,"<switch:Rochenue/à Rochenue/de Rochenue>",0
93,"Prison des esprits",0,"Prison des esprits",0,0,1,0,0,"<switch:la Prison des esprits/à la Prison des esprits/de la Prison des esprits>",0
94,"Ranch de Brancharquée",0,"Ranch de Brancharquée",0,0,1,0,0,"<switch:le ranch de Brancharquée/au ranch de Brancharquée/du ranch de Brancharquée>",0
95,"Tour de Galvanth",0,"Tour de Galvanth",0,0,1,0,0,"<switch:la tour de Galvanth/à la tour de Galvanth/de la tour de Galvanth>",0
96,"L'Oubli de la Mère",0,"L'Oubli de la Mère",0,0,1,0,0,"<switch:L'Oubli de la Mère/à L'Oubli de la Mère/de L'Oubli de la Mère>",0
97,"Hypogée de Tam-Tara",0,"Hypogée de Tam-Tara",0,0,1,0,0,"<switch:l'Hypogée de Tam-Tara/à l'Hypogée de Tam-Tara/de l'Hypogée de Tam-Tara>",0
98,"Appontement du Miroir",0,"Appontement du Miroir",0,0,1,0,0,"<switch:l'appontement du Miroir/à l'appontement du Miroir/de l'appontement du Miroir>",0
99,"Pierre des Nénuphars",0,"Pierre des Nénuphars",0,0,1,0,0,"<switch:la pierre des Nénuphars/à la pierre des Nénuphars/de la pierre des Nénuphars>",0
100,"Arbre de l'Orée",0,"Arbre de l'Orée",0,0,1,0,0,"<switch:l'arbre de l'Orée/à l'arbre de l'Orée/de l'arbre de l'Orée>",0
101,"Breuil de l'Ombre éternelle",0,"Breuil de l'Ombre éternelle",0,0,1,0,0,"<switch:le breuil de l'Ombre éternelle/au breuil de l'Ombre éternelle/du breuil de l'Ombre éternelle>",0
102,"Manoir des Haukke",0,"Manoir des Haukke",0,0,1,0,0,"<switch:le Manoir des Haukke/au Manoir des Haukke/du Manoir des Haukke>",0
103,"Perche sanglante",0,"Perche sanglante",0,0,1,0,0,"<switch:la Perche sanglante/à la Perche sanglante/de la Perche sanglante>",0
104,"Mare de l'Espoir",0,"Mare de l'Espoir",0,0,1,0,0,"<switch:la mare de l'Espoir/à la mare de l'Espoir/de la mare de l'Espoir>",0
105,"Rocher des Écailles ambrées",0,"Rocher des Écailles ambrées",0,0,1,0,0,"<switch:le rocher des Écailles ambrées/au rocher des Écailles ambrées/du rocher des Écailles ambrées>",0
106,"Trou des spriggans",0,"Trou des spriggans",0,0,1,0,0,"<switch:le Trou des spriggans/au Trou des spriggans/du Trou des spriggans>",0
107,"Hutte des Hawthorne",0,"Hutte des Hawthorne",0,0,1,0,0,"<switch:la hutte des Hawthorne/à la hutte des Hawthorne/de la hutte des Hawthorne>",0
108,"Arbre de l'Orée",0,"Arbre de l'Orée",0,0,1,0,0,"<switch:l'arbre de l'Orée/à l'arbre de l'Orée/de l'arbre de l'Orée>",0
109,"",0,"",0,0,0,0,0,"",0
110,"Tour d'Amarissaix",0,"Tour d'Amarissaix",0,0,1,0,0,"<switch:la tour d'Amarissaix/à la tour d'Amarissaix/de la tour d'Amarissaix>",0
111,"Castrum Oriens",0,"Castrum Oriens",0,0,1,0,0,"<switch:Castrum Oriens/à Castrum Oriens/de Castrum Oriens>",0
112,"Sanctuaire des Douze",0,"Sanctuaire des Douze",0,0,1,0,0,"<switch:le Sanctuaire des Douze/au Sanctuaire des Douze/du Sanctuaire des Douze>",0
113,"Le Refuge",0,"Le Refuge",0,0,1,0,0,"<switch:Le Refuge/au Refuge/du Refuge>",0
114,"Bosquet de Sporelune",0,"Bosquet de Sporelune",0,0,1,0,0,"<switch:le bosquet de Sporelune/au bosquet de Sporelune/du bosquet de Sporelune>",0
115,"Le Berceau",0,"Le Berceau",0,0,1,0,0,"<switch:Le Berceau/au Berceau/du Berceau>",0
116,"Dais de la Feuille d'or",0,"Dais de la Feuille d'or",0,0,1,0,0,"<switch:le dais de la Feuille d'or/au dais de la Feuille d'or/du dais de la Feuille d'or>",0
117,"Les Piques pendues",0,"Les Piques pendues",0,0,1,0,0,"<switch:Les Piques pendues/aux Piques pendues/des Piques pendues>",0
118,"L'Empreinte de Buscarron",0,"L'Empreinte de Buscarron",0,0,1,0,0,"<switch:L'Empreinte de Buscarron/à L'Empreinte de Buscarron/de L'Empreinte de Buscarron>",0
119,"Au Choix de Buscarron",0,"Au Choix de Buscarron",0,0,1,0,0,"<switch:le Choix de Buscarron/au Choix de Buscarron/du Choix de Buscarron>",0
120,"Mille Gueules de Toto-Rak",0,"Mille Gueules de Toto-Rak",0,0,1,0,0,"<switch:les Mille Gueules de Toto-Rak/aux Mille Gueules de Toto-Rak/des Mille Gueules de Toto-Rak>",0
121,"Issom-Har",0,"Issom-Har",0,0,1,0,0,"<switch:Issom-Har/à Issom-Har/d'Issom-Har>",0
122,"Masure abandonnée",0,"Masure abandonnée",0,0,1,0,0,"<switch:la masure abandonnée/à la masure abandonnée/de la masure abandonnée>",0
123,"Camp des Sentes tranquilles",0,"Camp des Sentes tranquilles",0,0,1,0,0,"<switch:le camp des Sentes tranquilles/au camp des Sentes tranquilles/du camp des Sentes tranquilles>",0
124,"",0,"",0,0,0,0,0,"",0
125,"Vestiges de la cité d'Amdapor",0,"Vestiges de la cité d'Amdapor",0,0,1,0,0,"<switch:les Vestiges de la cité d'Amdapor/aux Vestiges de la cité d'Amdapor/des Vestiges de la cité d'Amdapor>",0
126,"Lac des Racines",0,"Lac des Racines",0,0,1,0,0,"<switch:le lac des Racines/au lac des Racines/du lac des Racines>",0
127,"Aérodrome de la Forêt du sud",0,"Aérodrome de la Forêt du sud",0,0,1,0,0,"<switch:l'aérodrome de la Forêt du sud/à l'aérodrome de la Forêt du sud/de l'aérodrome de la Forêt du sud>",0
128,"Château d'Amdapor",0,"Château d'Amdapor",0,0,1,0,0,"<switch:le Château d'Amdapor/au Château d'Amdapor/du Château d'Amdapor>",0
129,"Moulin de la Carrière",0,"Moulin de la Carrière",0,0,1,0,0,"<switch:le Moulin de la Carrière/au Moulin de la Carrière/du Moulin de la Carrière>",0
130,"Guêpier des Ventrerouge",0,"Guêpier des Ventrerouge",0,0,1,0,0,"<switch:le Guêpier des Ventrerouge/au Guêpier des Ventrerouge/du Guêpier des Ventrerouge>",0
131,"Camp des Gobelins",0,"Camp des Gobelins",0,0,1,0,0,"<switch:le camp des Gobelins/au camp des Gobelins/du camp des Gobelins>",0
132,"Feuillemorte",0,"Feuillemorte",0,0,1,0,0,"<switch:Feuillemorte/à Feuillemorte/de Feuillemorte>",0
133,"Fontaine d'Urth",0,"Fontaine d'Urth",0,0,1,0,0,"<switch:la Fontaine d'Urth/à la Fontaine d'Urth/de la Fontaine d'Urth>",0
134,"",0,"",0,0,0,0,0,"",0
135,"Porte de la Vipère jaune",0,"Porte de la Vipère jaune",0,0,1,0,0,"<switch:la porte de la Vipère jaune/à la porte de la Vipère jaune/de la porte de la Vipère jaune>",0
136,"Écuries des Murmures",0,"Écuries des Murmures",0,0,1,0,0,"<switch:les écuries des Murmures/aux écuries des Murmures/des écuries des Murmures>",0
137,"Tour d'E-Tatt",0,"Tour d'E-Tatt",0,0,1,0,0,"<switch:la tour d'E-Tatt/à la tour d'E-Tatt/de la tour d'E-Tatt>",0
138,"Arbre de l'Orée",0,"Arbre de l'Orée",0,0,1,0,0,"<switch:l'arbre de l'Orée/à l'arbre de l'Orée/de l'arbre de l'Orée>",0
139,"Moulin des Bois",0,"Moulin des Bois",0,0,1,0,0,"<switch:le Moulin des Bois/au Moulin des Bois/du Moulin des Bois>",0
140,"Radeau de la Calebasse",0,"Radeau de la Calebasse",0,0,1,0,0,"<switch:le Radeau de la Calebasse/au Radeau de la Calebasse/du Radeau de la Calebasse>",0
141,"Au Liège flottant",0,"Au Liège flottant",0,0,1,0,0,"<switch:le Liège flottant/au Liège flottant/du Liège flottant>",0
142,"Tour de Florentel",0,"Tour de Florentel",0,0,1,0,0,"<switch:la tour de Florentel/à la tour de Florentel/de la tour de Florentel>",0
143,"Falaise des Trouveurs",0,"Falaise des Trouveurs",0,0,1,0,0,"<switch:la falaise des Trouveurs/à la falaise des Trouveurs/de la falaise des Trouveurs>",0
144,"Ruines de Gelmorra",0,"Ruines de Gelmorra",0,0,1,0,0,"<switch:les ruines de Gelmorra/aux ruines de Gelmorra/des ruines de Gelmorra>",0
145,"Site de déboisement ixal",0,"Site de déboisement ixal",0,0,1,0,0,"<switch:le site de déboisement ixal/au site de déboisement ixal/du site de déboisement ixal>",0
146,"Tour d'Eugenia",0,"Tour d'Eugenia",0,0,1,0,0,"<switch:la tour d'Eugenia/à la tour d'Eugenia/de la tour d'Eugenia>",0
147,"Salle des novices",0,"Salle des novices",0,0,1,0,0,"<switch:la Salle des novices/à la Salle des novices/de la Salle des novices>",0
148,"",0,"",0,0,0,0,0,"",0
149,"",0,"",0,0,0,0,0,"",0
150,"",0,"",0,0,0,0,0,"",0
151,"Le Perchoir",0,"Le Perchoir",0,0,1,0,0,"<switch:Le Perchoir/au Perchoir/du Perchoir>",0
152,"Sous-sol éorzéen",0,"Sous-sol éorzéen",0,0,1,0,0,"<switch:le sous-sol éorzéen/au sous-sol éorzéen/du sous-sol éorzéen>",0
153,"Geôle de Mordion",0,"Geôle de Mordion",0,0,1,0,0,"<switch:la geôle de Mordion/à la geôle de Mordion/de la geôle de Mordion>",0
154,"La Louverie (The Fold)",0,"La Louverie (The Fold)",0,0,1,0,0,"<switch:La Louverie (The Fold)/à La Louverie (The Fold)/de La Louverie (The Fold)>",0
155,"Jetée du Bouquet",0,"Jetée du Bouquet",0,0,1,0,0,"<switch:la jetée du Bouquet/à la jetée du Bouquet/de la jetée du Bouquet>",0
156,"Veine de l'ouest",0,"Veine de l'ouest",0,0,1,0,0,"<switch:la Veine de l'ouest/à la Veine de l'ouest/de la Veine de l'ouest>",0
157,"Veine de l'est",0,"Veine de l'est",0,0,1,0,0,"<switch:la Veine de l'est/à la Veine de l'est/de la Veine de l'est>",0
158,"Tour de Josselin",0,"Tour de Josselin",0,0,1,0,0,"<switch:la tour de Josselin/à la tour de Josselin/de la tour de Josselin>",0
159,"Rucher de Pleinefleur",0,"Rucher de Pleinefleur",0,0,1,0,0,"<switch:le rucher de Pleinefleur/au rucher de Pleinefleur/du rucher de Pleinefleur>",0
160,"Bourgeon béni",0,"Bourgeon béni",0,0,1,0,0,"<switch:le Bourgeon béni/au Bourgeon béni/du Bourgeon béni>",0
161,"Dérive du Zéphyr",0,"Dérive du Zéphyr",0,0,1,0,0,"<switch:la Dérive du Zéphyr/à la Dérive du Zéphyr/de la Dérive du Zéphyr>",0
162,"Estival",0,"Estival",0,0,1,0,0,"<switch:Estival/à Estival/d'Estival>",0
163,"Le Coude de Trois-Malms",0,"Le Coude de Trois-Malms",0,0,1,0,0,"<switch:Le Coude de Trois-Malms/au Coude de Trois-Malms/du Coude de Trois-Malms>",0
164,"Baie de Moraby",0,"Baie de Moraby",0,0,1,0,0,"<switch:la baie de Moraby/à la baie de Moraby/de la baie de Moraby>",0
165,"La Cédrière",0,"La Cédrière",0,0,1,0,0,"<switch:La Cédrière/à La Cédrière/de La Cédrière>",0
166,"La Poigne des Dieux",0,"La Poigne des Dieux",0,0,1,0,0,"<switch:La Poigne des Dieux/à La Poigne des Dieux/de La Poigne des Dieux>",0
167,"Rives sanglantes",0,"Rives sanglantes",0,0,1,0,0,"<switch:les Rives sanglantes/aux Rives sanglantes/des Rives sanglantes>",0
168,"Ravine des Cueillepluies",0,"Ravine des Cueillepluies",0,0,1,0,0,"<switch:la ravine des Cueillepluies/à la ravine des Cueillepluies/de la ravine des Cueillepluies>",0
169,"Chaussée d'Agelyss",0,"Chaussée d'Agelyss",0,0,1,0,0,"<switch:la chaussée d'Agelyss/à la chaussée d'Agelyss/de la chaussée d'Agelyss>",0
170,"Quartpierre",0,"Quartpierre",0,0,1,0,0,"<switch:Quartpierre/à Quartpierre/de Quartpierre>",0
171,"Vallée du Crâne",0,"Vallée du Crâne",0,0,1,0,0,"<switch:la vallée du Crâne/à la vallée du Crâne/de la vallée du Crâne>",0
172,"Demipierre",0,"Demipierre",0,0,1,0,0,"<switch:Demipierre/à Demipierre/de Demipierre>",0
173,"Îles d'Ombra",0,"Îles d'Ombra",0,0,1,0,0,"<switch:les îles d'Ombra/aux îles d'Ombra/des îles d'Ombra>",0
174,"La Chênaie",0,"La Chênaie",0,0,1,0,0,"<switch:La Chênaie/à La Chênaie/de La Chênaie>",0
175,"L'Ascension",0,"L'Ascension",0,0,1,0,0,"<switch:L'Ascension/à L'Ascension/de L'Ascension>",0
176,"Lac de Fer",0,"Lac de Fer",0,0,1,0,0,"<switch:le lac de Fer/au lac de Fer/du lac de Fer>",0
177,"Lac d'Airain",0,"Lac d'Airain",0,0,1,0,0,"<switch:le lac d'Airain/au lac d'Airain/du lac d'Airain>",0
178,"Sentier de Zelma",0,"Sentier de Zelma",0,0,1,0,0,"<switch:le sentier de Zelma/au sentier de Zelma/du sentier de Zelma>",0
179,"Porte du Zéphyr",0,"Porte du Zéphyr",0,0,1,0,0,"<switch:la porte du Zéphyr/à la porte du Zéphyr/de la porte du Zéphyr>",0
180,"Baie de Galadion",0,"Baie de Galadion",0,0,1,0,0,"<switch:la baie de Galadion/à la baie de Galadion/de la baie de Galadion>",0
181,"Route occidentale de Nevelle",0,"Route occidentale de Nevelle",0,0,1,0,0,"<switch:la route occidentale de Nevelle/à la route occidentale de Nevelle/de la route occidentale de Nevelle>",0
182,"Rivière des requins",0,"Rivière des requins",0,0,1,0,0,"<switch:la rivière des requins/à la rivière des requins/de la rivière des requins>",0
183,"Poste de la Thagran",0,"Poste de la Thagran",0,0,1,0,0,"<switch:le poste de la Thagran/au poste de la Thagran/du poste de la Thagran>",0
184,"Vergers d'Estival",0,"Vergers d'Estival",0,0,1,0,0,"<switch:les vergers d'Estival/aux vergers d'Estival/des vergers d'Estival>",0
185,"Grotte du Chant marin",0,"Grotte du Chant marin",0,0,1,0,0,"<switch:la grotte du Chant marin/à la grotte du Chant marin/de la grotte du Chant marin>",0
186,"Rivière d'Agelyss",0,"Rivière d'Agelyss",0,0,1,0,0,"<switch:la rivière d'Agelyss/à la rivière d'Agelyss/de la rivière d'Agelyss>",0
187,"La Casserole",0,"La Casserole",0,0,1,0,0,"<switch:La Casserole/à La Casserole/de La Casserole>",0
188,"Grange des colons",0,"Grange des colons",0,0,1,0,0,"<switch:la grange des colons/à la grange des colons/de la grange des colons>",0
189,"La Descente",0,"La Descente",0,0,1,0,0,"<switch:La Descente/à La Descente/de La Descente>",0
190,"Ascenciel",0,"Ascenciel",0,0,1,0,0,"<switch:l'Ascenciel/à l'Ascenciel/de l'Ascenciel>",0
191,"Poste de Nevelle",0,"Poste de Nevelle",0,0,1,0,0,"<switch:le poste de Nevelle/au poste de Nevelle/du poste de Nevelle>",0
192,"Canyon des Chuchotements",0,"Canyon des Chuchotements",0,0,1,0,0,"<switch:le canyon des Chuchotements/au canyon des Chuchotements/du canyon des Chuchotements>",0
193,"Rivière de Nym",0,"Rivière de Nym",0,0,1,0,0,"<switch:la rivière de Nym/à la rivière de Nym/de la rivière de Nym>",0
194,"Le Mât de misaine",0,"Le Mât de misaine",0,0,1,0,0,"<switch:Le Mât de misaine/au Mât de misaine/du Mât de misaine>",0
195,"Pont des Égarés",0,"Pont des Égarés",0,0,1,0,0,"<switch:le pont des Égarés/au pont des Égarés/du pont des Égarés>",0
196,"Les Yeux",0,"Les Yeux",0,0,1,0,0,"<switch:Les Yeux/aux Yeux/des Yeux>",0
197,"La Veuve éplorée",0,"La Veuve éplorée",0,0,1,0,0,"<switch:La Veuve éplorée/à La Veuve éplorée/de La Veuve éplorée>",0
198,"Porte de la Tempête",0,"Porte de la Tempête",0,0,1,0,0,"<switch:la porte de la Tempête/à la porte de la Tempête/de la porte de la Tempête>",0
199,"Le Lien d'Oschon",0,"Le Lien d'Oschon",0,0,1,0,0,"<switch:Le Lien d'Oschon/au Lien d'Oschon/du Lien d'Oschon>",0
